Sample_ID,Data_Source,Molecular_Formula,Empirical_Formula,Dominant_Phase,Hf_content_wt%,Zr_content_wt%,Ta_content_wt%,Nb_content_wt%,Ti_content_wt%,Si_content_wt%,C_content_wt%,B_content_wt%,Valence_Electron_Conc,Sintering_Temp_C,Sintering_Time_min,Sintering_Pressure_MPa,Heating_Rate_C_per_min,Atmosphere,Atmosphere_Code,Powder_Particle_Size_um,Milling_Time_h,Milling_Speed_rpm,Ball_to_Powder_Ratio,Cooling_Rate_C_per_min,Homologous_Temperature,Grain_Size_um,Grain_Aspect_Ratio,Porosity_%,Density_g_cm3,Relative_Density_%,Phase_Fraction_Carbide_%,Phase_Fraction_Boride_%,SiC_Phase_Fraction_%,Mixing_Enthalpy_kJ_mol,Atomic_Size_Mismatch_%,Mixing_Entropy_J_molK,Omega_Phase_Stability,Electronegativity_Difference,Liquidus_Temp_C,Num_Principal_Elements,Phase_Stability_Index,Vickers_Hardness_GPa,Fracture_Toughness_MPa_m05,Flexural_Strength_MPa,Youngs_Modulus_GPa,Weibull_Modulus,Poisson_Ratio,Shear_Modulus_GPa,Bulk_Modulus_GPa,Pughs_Ratio_K_G,Critical_Flaw_Size_um,Specific_Strength_MPa_gcm3,Specific_Stiffness_GPa_gcm3,Nano_Hardness_GPa,Elastic_Energy_Density_MJ_m3,Thermal_Conductivity_W_mK,Thermal_Shock_Resistance_dT_C,CTE_1e6_per_C,Melting_Decomp_Temp_C,Specific_Heat_Cp_J_kgK,Thermal_Diffusivity_mm2_s,Thermal_Mismatch_Stress_MPa,Biot_Number,Phonon_MFP_nm,Cp_HighTemp_J_kgK,Reradiation_Flux_kW_m2,K_Therm_HighTemp_W_mK,Oxide_Thickness_100h_um,Kp_Parabolic_mg2_cm4s,Oxidation_Activation_Energy_kJ_mol,Hot_Corrosion_Resistance_Index,O2_Diffusion_Coeff_m2s,Mass_Gain_Oxidation_mg_cm2,Spallation_Resistance,BET_Surface_Area_m2_g,Milling_Energy_kJ_g,Green_Density_g_cm3,Densification_Rate_%_min,Sintering_Activation_Energy_kJ_mol,Powder_Flowability_s_50g,Carrs_Index_%,CTOD_um,J_Integral_kJ_m2,Notch_Sensitivity_Ratio,R_Curve_Slope,Fatigue_Crack_Growth_nm_cycle,Damage_Tolerance_Index,Test_Temperature_C,Oxidation_Rate_mg_cm2s,Creep_Rate_per_s,Emissivity,Ablation_Rate_mm_per_s,Leading_Edge_Survivability_mm,Plasma_Recession_Rate_um_s,Aero_Structural_FOM,TPS_Efficiency_Index,Service_Life_h,Heat_Absorption_Specific_J_g,Reusability_Index
UHTM_0409,Synthetic,Hf0.10Zr0.05Ta0.03Nb0.02Ti0.09Si0.17C0.31B0.23,Hf4.4Zr2.4Ta1.2NbTi3.9Si7.5C13.6B10.0,HfSi,39.665,10.928,11.139,4.666,9.401,10.546,8.204,5.452,4.1035,1829.3,185.7,45.68,14.92,Vacuum,0,1.436,22.64,290.8,11.03,8.63,0.5896,33.145,3.567,4.633,6.6066,91.887,50.25,31.1,13.65,-3.6152,15.0,14.8817,14.8096,0.4452,4000.0,7,0.675,24.587,7.766,518.3,380.79,5.69,0.199,155.75,200.06,1.2164,71.4704,84.128,64.866,23.555,0.001,50.599,100.0,8.0833,3597.7,379.09,19.5609,0.62,0.01,5.0,471.43,203.589,8.966,500.0,100.0,225.7,7.459,1.65708e-15,200.0,0.575,0.6581,19.2061,4.8683,0.2269,440.55,24.76,20.53,0.3246,0.15703,0.9877,0.5437,0.00033,0.2713,1157.5,0.25599,2.033e-09,0.8539,0.01305,15.0,7.2425,25.5147,1.3196,1278.65,432.71,7.851
UHTM_0410,Synthetic,Hf0.05Zr0.10Ta0.06Nb0.01Ti0.06Si0.25C0.29B0.19,Hf3.1Zr6.6Ta4.0NbTi3.9Si16.4C19.4B12.5,TaSi,18.387,20.195,24.199,3.112,6.326,15.438,7.811,4.532,4.2278,1932.8,144.8,62.09,12.41,He,3,3.032,41.83,356.9,16.75,44.14,0.6371,20.389,4.269,3.591,6.7423,99.9,54.12,34.06,19.81,-2.8943,15.0,14.8391,17.7542,0.4321,4000.0,6,7.531,23.239,6.83,695.59,376.45,7.18,0.1994,158.87,222.38,1.4474,30.6889,93.381,63.398,21.868,0.001,39.887,100.0,7.5274,3462.9,392.71,15.3194,10.68,0.0537,5.0,601.86,2921.989,6.358,500.0,100.0,195.15,1.0,2.1869586e-13,200.0,0.6443,0.5365,30.0,4.9548,0.2308,437.81,33.695,21.516,0.18341,0.11837,1.0,0.3883,0.000538,0.2746,2486.1,8.44665,8.2877e-08,0.8847,0.05519,14.463,31.1572,36.264,1.2529,53.47,971.8,0.0
UHTM_0411,Experimental,Hf0.06Zr0.12Ta0.01Nb0.03Ti0.08Si0.18C0.50B0.02,Hf5.2Zr9.5TaNb2.2Ti6.3Si15.0C40.9B1.6,HfC,27.258,25.432,5.299,5.901,8.86,12.368,14.376,0.505,4.1069,1646.1,215.7,75.02,23.28,Ar,1,5.766,52.55,115.3,19.44,22.25,0.5356,45.495,3.241,1.613,7.5866,99.9,63.86,20.21,13.48,-4.2192,15.0,12.5461,10.4573,0.5036,4000.0,7,10.763,25.024,7.35,356.27,429.43,5.0,0.2036,179.2,249.74,1.3619,100.0,45.366,61.056,22.864,0.01099,47.774,100.0,7.9116,3516.8,411.07,14.0282,6.58,0.0196,5.0,520.65,438.443,10.057,500.0,100.0,216.75,5.746,4.3092e-15,200.0,0.5531,0.1,6.9897,5.6296,0.24127,434.48,49.877,20.477,0.35772,0.13463,1.0,0.6518,0.000398,0.2875,1446.3,0.73907,2.714e-09,0.8981,0.01542,15.0,8.628,13.9865,0.2442,550.94,568.68,5.738
UHTM_0412,Experimental,Hf0.16Zr0.08Nb0.09Ti0.02Si0.11C0.37B0.16,Hf8.3Zr4.4Nb4.8TiSi6.1C19.7B8.6,HfC,50.033,13.536,2.589,15.211,1.626,5.818,8.041,3.146,4.1465,1602.5,146.3,41.88,46.7,N2,2,4.474,29.59,348.6,6.9,21.19,0.496,32.078,2.02,1.915,7.4441,99.241,55.28,30.26,6.37,-6.3467,15.0,14.4215,8.3302,0.4964,4000.0,5,13.417,24.999,7.225,567.93,385.23,5.02,0.181,171.44,206.97,1.1839,51.5158,71.178,56.486,23.444,0.001,52.825,100.0,7.8829,3666.0,345.54,20.6481,0.0,0.0797,5.0,408.63,188.424,11.238,500.0,100.0,235.55,7.226,1.72e-15,200.0,0.6656,0.2538,30.0,5.0622,0.28625,459.8,44.904,17.501,0.24311,0.13023,1.0,0.5143,0.000363,0.2862,1126.2,0.33785,2.018e-09,0.8661,0.00703,15.0,4.1721,25.0671,1.0049,1204.92,382.99,8.089
UHTM_0413,Experimental,Hf0.13Zr0.12Ta0.02Nb0.08Ti0.05Si0.37C0.23,Hf8.1Zr7.6TaNb5.4Ti3.4Si23.4C14.9,HfSi,37.938,18.064,4.73,13.103,4.257,17.173,4.679,0.056,4.1778,2002.3,142.3,78.92,36.97,He,3,3.533,45.3,411.2,11.31,2.74,0.636,38.574,2.05,1.286,7.6483,99.9,48.51,20.64,19.41,-2.3671,15.0,13.8792,20.9227,0.4448,4000.0,4,10.881,24.937,7.532,476.92,411.64,5.0,0.1822,174.94,211.63,1.2137,79.397,68.016,50.572,23.812,0.00728,45.235,100.0,9.0106,3568.4,403.99,14.2579,0.0,0.0432,5.0,473.49,137.429,12.173,500.0,100.0,218.06,7.028,2.1878e-16,200.0,0.5346,0.4063,30.0,5.7552,0.35634,422.0,39.157,19.317,0.28468,0.13451,0.9632,0.584,0.000472,0.2881,1007.6,0.30505,1.259e-09,0.863,0.01758,15.0,10.2311,16.71,1.6761,1041.07,416.21,7.157
UHTM_0414,Synthetic,Hf0.06Zr0.05Nb0.02Si0.28C0.28B0.30,Hf2.8Zr2.8NbSi14.6C14.6B15.2,HfSi,31.073,15.743,1.18,5.709,0.285,25.148,10.753,10.11,3.9678,1985.1,71.0,24.13,23.85,Vacuum,0,7.49,50.35,300.1,12.21,25.4,0.6615,18.744,1.157,0.994,6.926,99.9,50.3,37.15,30.4,-1.8333,15.0,12.4443,22.9745,0.3771,4000.0,6,16.355,23.331,5.606,784.96,413.2,7.78,0.2185,166.81,264.96,1.5326,16.2381,105.434,63.243,21.804,0.00454,46.635,100.0,7.8234,3384.7,432.32,15.0827,0.0,0.01,5.0,565.48,644.223,8.836,500.0,100.0,227.77,7.455,6.40862e-15,200.0,0.5503,0.1,30.0,4.7815,0.52857,454.66,57.467,20.686,0.08686,0.07604,0.9972,0.3453,0.000856,0.2952,1612.8,0.4762,4.238e-09,0.8909,0.01637,15.0,8.7064,35.0199,0.1,777.8,684.34,6.949
UHTM_0415,Experimental,Hf0.06Zr0.06Ta0.02Nb0.02Ti0.03Si0.10C0.43B0.27,Hf3.1Zr3.5TaNb1.2Ti1.8Si5.8C23.8B15.2,HfC,29.403,17.214,9.726,6.161,4.628,8.685,15.341,8.842,4.0705,1846.5,64.9,23.94,28.28,N2,2,8.946,51.2,243.0,10.64,28.15,0.6055,48.021,2.222,4.941,6.4895,94.296,62.55,43.23,12.82,-5.4973,15.0,12.9463,8.2034,0.4323,4000.0,7,5.983,22.054,7.715,331.07,377.05,5.0,0.1971,145.33,200.54,1.355,100.0,53.578,51.204,20.728,0.01676,44.309,100.0,8.8702,3483.4,378.78,17.0863,4.29,0.01,5.0,536.45,1166.082,8.416,500.0,100.0,217.26,5.26,1.0031609e-13,200.0,0.5884,0.1,29.984,4.4909,0.51684,441.09,60.0,17.597,0.47655,0.15857,0.9457,0.6836,0.00029,0.3294,1944.7,1.97105,1.7793e-08,0.8479,0.02443,14.428,13.9616,15.2805,0.2768,219.92,730.91,0.0
UHTM_0416,Experimental,Hf0.05Zr0.06Ta0.04Nb0.04Ti0.07Si0.23C0.39B0.13,Hf1.4Zr1.7TaNb1.1Ti1.9Si6.3C10.9B3.5,HfSi,22.055,13.65,16.078,9.296,8.274,15.674,11.581,3.392,4.2198,1893.8,222.5,50.9,8.79,N2,2,7.592,3.74,211.0,10.45,28.38,0.6328,41.113,3.978,0.268,6.5796,98.768,53.9,29.76,17.27,-4.2298,15.0,14.3033,11.1996,0.4466,4000.0,7,2.965,24.301,8.108,447.01,422.7,6.47,0.1974,177.26,229.03,1.3879,100.0,69.785,56.673,22.858,0.0103,38.387,100.0,7.2364,3311.9,397.93,14.2184,4.41,0.01,5.0,539.92,497.006,7.562,500.0,100.0,221.73,5.796,1.2144e-15,200.0,0.6653,0.1,1.5806,4.8127,0.16135,491.15,57.941,20.776,0.3468,0.14768,1.0,0.6185,0.000362,0.4056,1498.3,0.5752,3.077e-09,0.896,0.0192,15.0,10.7027,22.0553,0.621,649.77,611.68,6.22
UHTM_0417,Synthetic,Hf0.04Zr0.05Nb0.05Ti0.03Si0.27C0.30B0.25,Hf1.4Zr1.7Nb1.8TiSi8.8C10.1B8.4,HfSi,23.194,14.15,0.901,15.216,4.398,22.708,11.094,8.338,4.0778,1849.3,98.8,48.28,49.31,N2,2,3.387,61.9,357.1,5.78,35.64,0.628,42.77,1.19,1.084,6.8634,99.9,56.03,36.31,29.25,-3.699,15.0,13.4729,11.7096,0.3889,4000.0,6,12.861,21.987,6.649,405.88,417.26,5.0,0.1979,173.61,248.29,1.447,85.4221,59.793,60.267,20.407,0.00197,40.597,100.0,7.2978,3214.9,375.75,16.4569,23.86,0.01,5.0,534.26,2121.726,6.276,500.0,100.0,221.38,4.209,1.3584866e-13,200.0,0.689,0.1,30.0,4.9176,0.36049,388.84,33.73,19.281,0.26331,0.11005,1.0,0.6175,0.000446,0.2943,2255.1,3.73096,3.3897e-08,0.9189,0.03074,15.0,17.1744,19.363,1.0029,131.97,853.38,0.0
UHTM_0418,Experimental,Hf0.04Zr0.11Nb0.03Si0.27C0.43B0.11,Hf1.3Zr3.3NbSi8.2C12.9B3.3,ZrSi,21.044,28.098,2.39,8.706,0.382,21.499,14.498,3.384,4.0771,1614.4,108.1,45.25,34.99,He,3,7.47,32.99,377.1,15.28,9.7,0.5333,9.024,1.877,0.845,6.8134,99.9,64.69,28.95,24.24,-3.6686,15.0,12.3835,10.9719,0.447,4000.0,5,8.275,20.592,4.681,850.5,416.31,10.53,0.2069,156.2,236.18,1.4692,9.6427,128.754,63.752,18.95,0.001,49.252,100.0,6.8273,3250.4,437.67,16.1568,16.5,0.119,42.064,655.04,1529.632,5.0,500.0,100.0,226.23,5.811,7.230553e-14,200.0,0.5475,0.1,30.0,4.9723,0.46761,400.86,59.682,19.746,0.05885,0.05596,1.0,0.2399,0.001352,0.1942,2074.9,2.14113,2.0202e-08,0.8882,0.02811,15.0,15.5606,43.9125,1.1036,200.07,892.8,0.0
UHTM_0419,Experimental,Hf0.08Zr0.11Ta0.02Nb0.03Si0.20C0.30B0.26,Hf3.8Zr5.3TaNb1.3Si9.6C14.1B12.4,HfSi,33.043,23.734,8.91,5.786,0.305,13.254,8.355,6.612,4.0808,1801.2,189.6,59.28,17.84,He,3,1.605,18.89,448.4,11.54,13.36,0.5736,13.913,3.825,1.379,7.1321,99.9,53.45,32.01,14.21,-4.6932,15.0,13.9037,10.4488,0.437,4000.0,7,4.626,24.123,6.642,898.45,411.75,7.92,0.2178,161.0,260.58,1.5144,17.3968,113.948,60.723,23.73,0.001,53.96,100.0,7.3138,3527.0,399.91,19.1291,0.0,0.0939,7.493,516.56,525.539,8.865,500.0,100.0,226.5,6.678,3.61545e-15,200.0,0.6107,0.6406,30.0,5.132,0.17486,441.91,29.374,21.937,0.12766,0.1181,0.9984,0.3247,0.000485,0.2902,1525.2,0.65067,3.287e-09,0.8776,0.01514,15.0,8.3805,41.7637,1.012,625.4,604.87,5.673
UHTM_0420,Experimental,Hf0.10Zr0.04Ta0.05Nb0.03Ti0.04Si0.19C0.20B0.35,Hf3.1Zr1.4Ta1.5NbTi1.2Si5.9C6.5B11.2,HfSi,37.108,8.684,19.076,6.321,3.963,11.295,5.327,8.226,4.1717,1706.2,101.2,45.66,31.36,He,3,1.39,17.41,236.9,7.92,40.73,0.5485,14.639,4.131,1.224,7.0995,99.806,51.43,38.94,15.19,-2.1884,15.0,14.5306,23.0428,0.3931,4000.0,7,18.326,21.388,6.792,844.58,410.27,10.89,0.1862,168.15,221.69,1.3685,20.5859,107.305,51.504,20.884,0.001,46.104,100.0,8.5229,3470.4,356.05,17.6939,12.3,0.0295,5.0,504.2,1646.938,5.0,500.0,100.0,216.16,4.214,2.3824215e-13,200.0,0.4999,0.6608,9.7767,4.9771,0.34731,465.19,22.277,19.194,0.14131,0.1139,0.9954,0.3348,0.000475,0.355,2101.5,2.65887,2.072e-08,0.909,0.0222,15.0,11.4173,33.9259,0.5932,170.04,746.85,0.0
UHTM_0421,Experimental,Hf0.06Zr0.09Ta0.01Nb0.03Ti0.01Si0.12C0.41B0.26,Hf6.3Zr8.8TaNb3.4TiSi12.3C41.0B26.2,HfC,31.365,22.22,5.26,8.68,1.331,9.571,13.697,7.876,4.0606,1659.1,229.9,35.38,9.93,N2,2,3.522,34.78,407.9,17.24,47.41,0.5352,13.91,2.821,1.463,7.1474,99.9,61.57,28.58,13.33,-7.1428,15.0,13.0492,6.218,0.4435,4000.0,7,12.244,20.676,5.818,817.49,404.56,9.04,0.1959,164.37,216.56,1.2669,16.1206,128.71,48.845,19.97,0.01575,53.252,100.0,7.4131,3403.6,372.6,20.5094,0.0,0.0729,20.687,554.68,2695.347,8.284,500.0,100.0,213.46,2.031,2.9526915e-13,200.0,0.5864,0.3808,30.0,4.8647,0.24614,457.33,36.082,20.032,0.08786,0.08317,1.0,0.297,0.000693,0.2405,2410.7,6.28846,5.9326e-08,0.9162,0.04141,15.0,22.033,38.2315,1.0774,70.86,910.49,0.0
UHTM_0422,Experimental,Hf0.08Zr0.07Ta0.02Si0.25C0.44B0.14,Hf3.8Zr3.4TaSi12.2C21.3B6.6,HfSi,36.59,16.708,9.863,0.047,0.227,18.717,13.957,3.891,4.0602,2174.0,185.0,44.76,48.46,N2,2,8.096,63.85,324.5,17.04,7.66,0.7027,42.843,3.792,0.301,7.3503,99.9,57.04,24.72,24.16,-7.1714,15.0,12.119,5.9021,0.4458,4000.0,5,11.745,22.822,7.147,390.26,438.41,5.0,0.2034,181.93,244.36,1.316,100.0,37.695,57.387,21.66,0.00818,49.725,100.0,8.5699,3492.5,403.87,17.053,16.45,0.0273,5.0,484.43,206.802,7.646,500.0,100.0,231.88,7.199,1.5284e-15,200.0,0.6557,0.1976,30.0,5.1596,0.25403,395.23,60.0,19.555,0.28162,0.1119,1.0,0.627,0.000408,0.2415,1139.6,0.66695,1.384e-09,0.9181,0.01322,15.0,7.2631,14.2242,1.4324,618.35,441.04,6.448
UHTM_0423,Synthetic,Hf0.02Zr0.09Nb0.03Ti0.05Si0.22C0.39B0.21,HfZr4.1Nb1.4Ti2.1Si10.3C18.5B9.8,ZrSi,12.704,26.35,0.801,8.95,7.282,20.545,15.826,7.543,4.0221,1959.6,155.5,97.99,12.87,Ar,1,2.539,27.24,453.1,12.3,25.38,0.6721,2.078,2.552,1.44,6.658,99.9,56.18,38.02,22.02,-4.9542,15.0,13.0425,8.0859,0.4186,4000.0,7,16.516,23.311,5.334,900.0,395.67,12.05,0.2036,163.49,215.36,1.2965,11.1797,156.839,55.046,21.41,0.001,43.14,100.0,6.914,3071.4,436.56,14.7281,0.0,0.0511,60.173,554.28,469.291,5.0,500.0,100.0,231.03,6.308,4.67629e-15,200.0,0.6902,0.3137,30.0,5.1932,0.24714,427.08,32.505,17.695,0.07211,0.06554,1.0,0.1752,0.000856,0.2786,1459.2,0.60827,3.648e-09,0.9174,0.01044,15.0,5.5689,49.5027,1.7146,698.68,656.78,6.88
UHTM_0424,Experimental,Hf0.09Zr0.17Ta0.01Nb0.04Ti0.06Si0.19C0.29B0.15,Hf9.3Zr16.7TaNb3.5Ti5.8Si18.7C28.4B15.0,HfSi,33.274,30.461,3.615,6.498,5.588,10.519,6.805,3.241,4.0687,2037.2,215.0,52.89,34.16,Ar,1,0.726,53.98,311.1,9.48,11.49,0.6417,4.267,1.64,0.555,7.5856,99.9,50.65,25.73,11.69,-2.0831,15.0,15.1139,25.4192,0.4754,4000.0,6,7.791,21.512,4.621,880.47,440.1,13.4,0.1954,183.58,247.74,1.3039,8.768,114.693,61.078,20.664,0.00491,61.989,100.0,7.6647,3503.4,393.38,20.8895,7.51,0.079,64.461,520.2,739.434,6.49,500.0,100.0,232.11,7.535,2.186864e-14,200.0,0.5473,0.8872,30.0,5.2307,0.09297,399.0,19.858,19.202,0.04179,0.0476,0.947,0.1918,0.001461,0.2818,1695.0,0.98732,5.748e-09,0.8681,0.0231,15.0,12.3375,34.466,1.4676,412.52,659.83,4.166
UHTM_0425,Synthetic,Hf0.02Zr0.05Ta0.03Nb0.04Ti0.02Si0.13C0.44B0.27,Hf1.1Zr2.8Ta1.8Nb2.1TiSi7.3C24.2B15.2,TaC,11.772,15.315,19.334,11.672,2.834,12.168,17.202,9.703,4.213,1789.2,40.4,55.58,16.05,He,3,1.404,6.97,307.1,14.57,3.94,0.6107,14.059,2.593,0.407,6.234,98.124,65.16,40.03,16.25,-3.1822,15.0,12.6546,12.8189,0.4025,4000.0,7,16.294,23.334,6.439,819.22,415.55,9.86,0.1974,191.6,241.11,1.2546,19.6619,122.907,61.595,22.492,0.001,38.876,100.0,6.7837,3223.5,388.86,16.1959,5.15,0.0121,5.717,505.16,817.09,5.242,500.0,100.0,208.05,6.135,1.188406e-14,200.0,0.6323,0.7503,6.6541,4.5357,1.02897,416.0,27.955,22.036,0.13242,0.09318,0.9692,0.3278,0.000612,0.3028,1747.0,0.99913,6.744e-09,0.8593,0.01648,15.0,8.6548,46.498,1.3969,428.67,666.47,4.894
UHTM_0426,Synthetic,Hf0.06Zr0.02Ta0.04Ti0.07Si0.32C0.46,Hf2.7ZrTa1.7Ti3.1Si13.5C19.5,HfSi,28.637,5.448,18.909,1.366,8.817,22.569,14.001,0.252,4.2002,1835.9,84.0,66.12,37.29,He,3,8.602,34.28,331.2,9.32,16.95,0.6183,10.394,3.32,0.134,6.6945,97.6,58.07,16.46,27.17,-7.2196,15.0,11.4923,5.4246,0.4482,4000.0,6,10.832,24.724,6.029,900.0,413.56,10.71,0.2044,168.16,237.81,1.3866,14.2837,143.05,71.497,23.069,0.001,41.312,100.0,7.4315,3407.8,408.47,14.6069,15.76,0.067,22.583,542.27,917.599,5.0,500.0,100.0,219.76,7.329,5.90248e-15,200.0,0.6364,0.1,30.0,5.0938,0.54501,442.63,60.0,20.58,0.09119,0.092,1.0,0.2733,0.000722,0.2066,1813.3,1.05831,6.369e-09,0.8559,0.01577,14.925,8.4825,43.741,0.7544,407.97,736.69,4.352
UHTM_0427,Experimental,Hf0.05Zr0.05Nb0.03Si0.27C0.40B0.20,Hf1.5Zr1.4NbSi7.9C11.8B5.9,HfSi,28.966,13.334,0.112,10.041,1.322,24.05,15.307,6.868,4.0328,1742.2,127.7,98.67,39.96,Vacuum,0,6.374,71.4,399.7,8.54,8.04,0.5866,11.977,4.792,2.876,6.5579,95.471,57.86,39.28,26.71,-0.6555,15.0,12.3714,63.145,0.4025,4000.0,6,9.064,20.776,6.898,802.38,401.7,11.11,0.2084,159.26,232.4,1.4898,23.5268,116.731,63.066,18.995,0.00709,41.136,100.0,7.7966,3346.0,426.71,14.2936,0.98,0.01,17.858,547.24,446.149,5.0,500.0,100.0,222.11,7.618,4.30257e-15,200.0,0.522,0.1157,30.0,5.2783,0.30838,420.53,54.232,19.515,0.15284,0.11632,1.0,0.2965,0.000535,0.3244,1450.9,0.43006,3.898e-09,0.892,0.01409,15.0,7.6657,39.2027,2.0262,866.51,604.83,7.473
UHTM_0428,Experimental,Hf0.07Zr0.06Ta0.03Nb0.02Ti0.06Si0.25C0.34B0.17,Hf3.0Zr2.6Ta1.4NbTi2.6Si11.3C15.4B7.9,HfSi,29.11,13.142,13.493,5.114,6.776,17.506,10.185,4.675,4.1393,1658.2,77.7,39.33,35.3,He,3,2.607,55.47,485.9,15.96,35.79,0.5476,39.998,1.275,1.115,7.0888,99.9,53.07,32.92,21.92,-4.0577,15.0,14.2634,11.8586,0.4316,4000.0,7,8.985,23.371,5.758,480.0,403.11,8.16,0.1968,180.95,211.2,1.1742,45.8023,71.094,56.131,22.183,0.001,50.53,100.0,7.8317,3373.6,387.33,18.8622,14.47,0.0375,5.0,534.3,1358.469,7.918,500.0,100.0,240.11,5.737,9.94235e-15,200.0,0.6475,0.1817,30.0,5.0639,0.53978,435.13,32.841,19.207,0.16998,0.08839,0.9074,0.5663,0.000828,0.1864,2000.9,2.04115,1.2926e-08,0.8946,0.03511,15.0,19.8889,21.3268,0.1,216.54,761.97,0.0
UHTM_0429,Experimental,Hf0.04Zr0.07Ta0.02Nb0.03Ti0.02Si0.21C0.43B0.18,Hf1.9Zr3.5Ta1.1Nb1.6TiSi10.9C22.8B9.7,HfSi,19.613,18.341,11.251,8.481,2.764,17.679,15.814,6.056,4.1368,1707.4,186.2,74.5,32.65,Ar,1,5.597,15.16,129.4,5.6,27.15,0.5736,28.375,3.03,1.97,6.4746,98.273,63.14,31.51,19.79,-6.6293,15.0,12.9865,6.6525,0.4241,4000.0,7,9.622,19.949,6.433,598.7,412.22,8.57,0.203,183.05,242.23,1.3949,36.7474,104.899,57.93,19.286,0.001,44.484,100.0,7.0686,3396.0,403.42,17.8043,9.31,0.0243,5.0,550.42,1312.89,5.0,500.0,100.0,218.22,6.527,2.29625e-14,200.0,0.5583,0.3463,2.5763,5.0063,0.21575,414.14,42.985,21.609,0.17675,0.10184,1.0,0.4566,0.000527,0.374,1967.6,1.71037,1.5737e-08,0.9209,0.01289,15.0,7.0866,31.6356,1.0224,266.74,778.0,0.524
UHTM_0430,Experimental,Hf0.04Zr0.06Ta0.04Ti0.08Si0.21C0.52B0.05,HfZr1.6Ta1.2Ti2.3Si5.8C14.6B1.4,TaC,17.484,14.197,21.528,1.206,11.018,15.954,17.12,1.493,4.2124,2078.5,223.0,77.28,45.16,Ar,1,5.323,36.1,121.4,6.42,8.05,0.7055,0.786,2.316,2.601,6.6052,99.9,67.68,21.77,22.73,-5.0858,15.0,12.1979,8.1469,0.4596,4000.0,6,14.498,26.316,5.884,900.0,399.48,12.7,0.2023,157.48,232.02,1.5459,13.6031,143.39,53.874,24.417,0.00928,44.054,100.0,7.4347,3396.8,426.56,15.7092,6.7,0.011,73.092,599.06,1011.159,8.11,500.0,100.0,220.19,5.258,1.244678e-14,200.0,0.5915,0.1,5.2039,5.0338,0.15741,438.34,50.029,19.51,0.09192,0.0883,0.9747,0.1725,0.000683,0.2345,1866.7,1.43889,8.789e-09,0.8546,0.01297,14.655,6.9472,45.9047,1.1452,314.15,780.16,2.373
UHTM_0431,Synthetic,Hf0.03Zr0.03Ta0.02Nb0.03Ti0.04Si0.20C0.37B0.28,Hf1.7Zr1.9TaNb1.9Ti2.5Si11.9C22.7B17.3,HfSi,17.202,9.726,10.427,9.974,6.913,19.275,15.723,10.76,4.0964,2006.5,119.0,68.59,8.54,Ar,1,6.589,16.82,475.0,5.1,1.45,0.6978,21.751,3.033,2.275,6.214,95.364,64.15,44.61,26.22,-3.5086,15.0,12.9338,11.8411,0.3826,4000.0,8,2.183,22.347,6.941,725.32,384.9,8.42,0.1945,170.83,212.74,1.1976,29.1512,120.989,60.337,21.271,0.0022,39.603,100.0,6.994,3212.2,392.32,16.5917,2.0,0.0135,5.0,455.94,245.125,5.435,500.0,100.0,211.94,7.724,6.2295e-16,200.0,0.5433,0.2496,30.0,4.7021,0.3577,409.91,50.23,22.163,0.1569,0.12028,0.9637,0.4053,0.000389,0.3331,1170.6,0.2518,1.938e-09,0.9668,0.00436,15.0,1.895,43.4359,0.9182,1673.98,432.58,7.881
UHTM_0432,Synthetic,Hf0.06Zr0.09Ta0.02Nb0.03Ti0.05Si0.20C0.50B0.05,Hf3.6Zr5.0TaNb1.6Ti3.0Si11.4C29.0B2.9,HfC,28.321,19.992,7.968,6.508,6.388,14.078,15.346,1.4,4.1308,1928.2,101.8,27.09,19.89,N2,2,2.409,29.49,312.0,7.29,40.6,0.6313,20.69,1.096,1.272,7.0278,99.9,67.84,28.75,18.1,-2.9627,15.0,12.7008,14.6893,0.4807,4000.0,7,0.437,23.419,4.689,630.22,421.76,8.07,0.2024,160.61,233.2,1.4356,17.6209,96.221,57.119,21.56,0.001,51.469,100.0,7.3114,3426.5,402.93,18.7782,0.12,0.0153,5.0,547.94,712.764,5.0,500.0,100.0,222.59,6.411,2.049586e-14,200.0,0.5414,0.3843,28.5629,4.7672,0.37259,454.95,30.4,22.6,0.07579,0.05537,1.0,0.3554,0.001444,0.2067,1715.5,0.93268,5.791e-09,0.8042,0.0135,15.0,8.3137,29.1486,1.3626,474.54,664.81,4.819
